,Monthly_Inhand_Salary
676,1089.433333
677,1089.433333
678,1089.433333
679,1089.433333
680,5591.406667
681,5591.406667
682,5591.406667
683,5591.406667
684,908.2704167
685,908.2704167
686,908.2704167
687,908.2704167
688,7098.226667
689,7098.226667
690,7098.226667
691,7098.226667
692,10221.305
693,10221.305
694,10221.305
695,10221.305
696,1234.542917
697,1234.542917
698,1234.542917
699,1234.542917
700,2184.576667
701,2184.576667
702,2184.576667
703,2184.576667
704,895.31375
705,895.31375
706,895.31375
707,895.31375
708,1169.579583
709,1169.579583
710,1169.579583
711,1169.579583
712,9279.563333
713,9279.563333
714,9279.563333
715,9279.563333
716,3059.936667
717,3059.936667
718,3059.936667
719,3059.936667
720,11205.82
721,11205.82
722,11205.82
723,11205.82
724,2681.166281
725,2681.166281
726,2681.166281
727,2681.166281
728,4870.966667
729,4870.966667
730,4870.966667
731,4870.966667
732,1304.910833
733,1304.910833
734,1304.910833
735,1304.910833
736,6955.293333
737,6955.293333
738,6955.293333
739,6955.293333
740,8217.586667
741,8217.586667
742,8217.586667
743,8217.586667
744,694.0841667
745,694.0841667
746,694.0841667
747,694.0841667
748,11304.66333
749,11304.66333
750,11304.66333
751,11304.66333
752,2625.371667
753,2625.371667
754,2625.371667
755,2625.371667
756,2767.995
757,2767.995
758,2767.995
759,2767.995
760,4600.375
761,4600.375
762,4600.375
763,4600.375
764,9549.7825
765,9549.7825
766,9549.7825
767,9549.7825
768,1122.219167
769,1122.219167
770,1122.219167
771,1122.219167
772,8205.496667
773,8205.496667
774,8205.496667
775,8205.496667
776,2488.9225
777,2488.9225
778,2488.9225
779,2488.9225
780,2494.856667
781,2494.856667
782,2494.856667
783,2494.856667
784,2137.5275
785,2137.5275
786,2137.5275
787,2137.5275
788,9299.22
789,9299.22
790,9299.22
791,9299.22
792,3211.081667
793,3211.081667
794,3211.081667
795,3211.081667
796,9888.55
797,9888.55
798,9888.55
799,9888.55
800,1356.532917
801,1356.532917
802,1356.532917
803,1356.532917
804,6155.64
805,6155.64
806,6155.64
807,6155.64
808,4417.745
809,4417.745
810,4417.745
811,4417.745
812,930.6479167
813,930.6479167
814,930.6479167
815,930.6479167
816,1395.387917
817,1395.387917
818,1395.387917
819,1395.387917
820,11584.51
821,11584.51
822,11584.51
823,11584.51
824,1592.647083
825,1592.647083
826,1592.647083
827,1592.647083
828,8102.175
829,8102.175
830,8102.175
831,8102.175
832,2455.285833
833,2455.285833
834,2455.285833
835,2455.285833
836,3352.675
837,3352.675
838,3352.675
839,3352.675
840,7886.52
841,7886.52
842,7886.52
843,7886.52
844,10514.2025
845,10514.2025
846,10514.2025
847,10514.2025
848,468.77
849,468.77
850,468.77
851,468.77
852,2431.045
853,2431.045
854,2431.045
855,2431.045
856,625.46875
857,625.46875
858,625.46875
859,625.46875
860,2994.961667
861,2994.961667
862,2994.961667
863,2994.961667
864,14258.02667
865,14258.02667
866,14258.02667
867,14258.02667
868,1403.2375
869,1403.2375
870,1403.2375
871,1403.2375
872,3953.8175
873,3953.8175
874,3953.8175
875,3953.8175
876,555.2058333
877,555.2058333
878,555.2058333
879,555.2058333
880,2740.076667
881,2740.076667
882,2740.076667
883,2740.076667
884,2252.204167
885,2252.204167
886,2252.204167
887,2252.204167
888,2372.340833
889,2372.340833
890,2372.340833
891,2372.340833
892,5229.153085
893,5229.153085
894,5229.153085
895,5229.153085
896,647.4808333
897,647.4808333
898,647.4808333
899,647.4808333
900,719.2125
901,719.2125
902,719.2125
903,719.2125
904,1637.830211
905,1637.830211
906,1637.830211
907,1637.830211
908,3287.2825
909,3287.2825
910,3287.2825
911,3287.2825
912,9836.2425
913,9836.2425
914,9836.2425
915,9836.2425
916,2371.504167
917,2371.504167
918,2371.504167
919,2371.504167
920,3487.325
921,3487.325
922,3487.325
923,3487.325
924,11903.83
925,11903.83
926,11903.83
927,11903.83
928,5305.615
929,5305.615
930,5305.615
931,5305.615
932,2755.71
933,2755.71
934,2755.71
935,2755.71
936,6951.446667
937,6951.446667
938,6951.446667
939,6951.446667
940,573.3729167
941,573.3729167
942,573.3729167
943,573.3729167
944,5561.518333
945,5561.518333
946,5561.518333
947,5561.518333
948,729.3333333
949,729.3333333
950,729.3333333
951,729.3333333
952,1688.405833
953,1688.405833
954,1688.405833
955,1688.405833
956,4950.063333
957,4950.063333
958,4950.063333
959,4950.063333
960,3703.8725
961,3703.8725
962,3703.8725
963,3703.8725
964,797.8025
965,797.8025
966,797.8025
967,797.8025
968,1173.0925
969,1173.0925
970,1173.0925
971,1173.0925
972,8005.145
973,8005.145
974,8005.145
975,8005.145
976,2594.44
977,2594.44
978,2594.44
979,2594.44
980,2930.128333
981,2930.128333
982,2930.128333
983,2930.128333
984,9449.416386
985,9449.416386
986,9449.416386
987,9449.416386
988,1806.265
989,1806.265
990,1806.265
991,1806.265
992,5042.438333
993,5042.438333
994,5042.438333
995,5042.438333
996,757.9845833
997,757.9845833
998,757.9845833
999,757.9845833
1000,10006.67
1001,10006.67
1002,10006.67
1003,10006.67
1004,2361.11
1005,2361.11
1006,2361.11
1007,2361.11
1008,5751.085
1009,5751.085
1010,5751.085
1011,5751.085
1012,928.39375
1013,928.39375
1014,928.39375
1015,928.39375
1016,1684.832083
1017,1684.832083
1018,1684.832083
1019,1684.832083
1020,10559.03
1021,10559.03
1022,10559.03
1023,10559.03
1024,533.60875
1025,533.60875
1026,533.60875
1027,533.60875
1028,2883.790833
1029,2883.790833
1030,2883.790833
1031,2883.790833
1032,1615.541667
1033,1615.541667
1034,1615.541667
1035,1615.541667
1036,1849.765833
1037,1849.765833
1038,1849.765833
1039,1849.765833
1040,3247.849167
1041,3247.849167
1042,3247.849167
1043,3247.849167
1044,4356.4875
1045,4356.4875
1046,4356.4875
1047,4356.4875
1048,1371.406667
1049,1371.406667
1050,1371.406667
1051,1371.406667
1052,4359.448333
1053,4359.448333
1054,4359.448333
1055,4359.448333
1056,2637.111667
1057,2637.111667
1058,2637.111667
1059,2637.111667
1060,2548.169167
1061,2548.169167
1062,2548.169167
1063,2548.169167
1064,1801.538333
1065,1801.538333
1066,1801.538333
1067,1801.538333
1068,4689.265
1069,4689.265
1070,4689.265
1071,4689.265
1072,4336.8925
1073,4336.8925
1074,4336.8925
1075,4336.8925
1076,2859.285
1077,2859.285
1078,2859.285
1079,2859.285
1080,3025.489167
1081,3025.489167
1082,3025.489167
1083,3025.489167
1084,1530.285833
1085,1530.285833
1086,1530.285833
1087,1530.285833
1088,725.9195833
1089,725.9195833
1090,725.9195833
1091,725.9195833
1092,5246.428333
1093,5246.428333
1094,5246.428333
1095,5246.428333
1096,2658.756667
1097,2658.756667
1098,2658.756667
1099,2658.756667
1100,6958.141667
1101,6958.141667
1102,6958.141667
1103,6958.141667
1104,8848.583333
1105,8848.583333
1106,8848.583333
1107,8848.583333
1108,2879.950833
1109,2879.950833
1110,2879.950833
1111,2879.950833
1112,10831.77
1113,10831.77
1114,10831.77
1115,10831.77
1116,1391.546667
1117,1391.546667
1118,1391.546667
1119,1391.546667
1120,1313.485833
1121,1313.485833
1122,1313.485833
1123,1313.485833
1124,5386.9075
1125,5386.9075
1126,5386.9075
1127,5386.9075
1128,1410.033333
1129,1410.033333
1130,1410.033333
1131,1410.033333
1132,1088.90375
1133,1088.90375
1134,1088.90375
1135,1088.90375
1136,3438.630833
1137,3438.630833
1138,3438.630833
1139,3438.630833
1140,4306.27
1141,4306.27
1142,4306.27
1143,4306.27
1144,4238.663333
1145,4238.663333
1146,4238.663333
1147,4238.663333
1148,2342.356667
1149,2342.356667
1150,2342.356667
1151,2342.356667
1152,2955.246667
1153,2955.246667
1154,2955.246667
1155,2955.246667
1156,898.2529167
1157,898.2529167
1158,898.2529167
1159,898.2529167
1160,8034.7
1161,8034.7
1162,8034.7
1163,8034.7
1164,6535.43
1165,6535.43
1166,6535.43
1167,6535.43
1168,2828.915
1169,2828.915
1170,2828.915
1171,2828.915
1172,2557.966667
1173,2557.966667
1174,2557.966667
1175,2557.966667
1176,14710.53333
1177,14710.53333
1178,14710.53333
1179,14710.53333
1180,9225.666667
1181,9225.666667
1182,9225.666667
1183,9225.666667
1184,2693.353333
1185,2693.353333
1186,2693.353333
1187,2693.353333
1188,12352.54667
1189,12352.54667
1190,12352.54667
1191,12352.54667
1192,4895.0525
1193,4895.0525
1194,4895.0525
1195,4895.0525
1196,1463.093138
1197,1463.093138
1198,1463.093138
1199,1463.093138
1200,7717.9825
1201,7717.9825
1202,7717.9825
1203,7717.9825
1204,8101.986667
1205,8101.986667
1206,8101.986667
1207,8101.986667
1208,4511.326667
1209,4511.326667
1210,4511.326667
1211,4511.326667
1212,6453.933333
1213,6453.933333
1214,6453.933333
1215,6453.933333
1216,5849.576667
1217,5849.576667
1218,5849.576667
1219,5849.576667
1220,4735.07
1221,4735.07
1222,4735.07
1223,4735.07
1224,4656.6225
1225,4656.6225
1226,4656.6225
1227,4656.6225
1228,6034.68
1229,6034.68
1230,6034.68
1231,6034.68
1232,1043.306667
1233,1043.306667
1234,1043.306667
1235,1043.306667
1236,1588.553333
1237,1588.553333
1238,1588.553333
1239,1588.553333
1240,4900.553333
1241,4900.553333
1242,4900.553333
1243,4900.553333
1244,1901.57
1245,1901.57
1246,1901.57
1247,1901.57
1248,4526.385
1249,4526.385
1250,4526.385
1251,4526.385
1252,861.72875
1253,861.72875
1254,861.72875
1255,861.72875
1256,4387.2725
1257,4387.2725
1258,4387.2725
1259,4387.2725
1260,4339.36173
1261,4339.36173
1262,4339.36173
1263,4339.36173
1264,1698.773333
1265,1698.773333
1266,1698.773333
1267,1698.773333
1268,10998.1775
1269,10998.1775
1270,10998.1775
1271,10998.1775
1272,13731.86
1273,13731.86
1274,13731.86
1275,13731.86
1276,8718.72
1277,8718.72
1278,8718.72
1279,8718.72
1280,1538.372083
1281,1538.372083
1282,1538.372083
1283,1538.372083
1284,2899.384167
1285,2899.384167
1286,2899.384167
1287,2899.384167
1288,4156.268333
1289,4156.268333
1290,4156.268333
1291,4156.268333
1292,772.1229167
1293,772.1229167
1294,772.1229167
1295,772.1229167
1296,11444.62
1297,11444.62
1298,11444.62
1299,11444.62
1300,5799.13
1301,5799.13
1302,5799.13
1303,5799.13
1304,4999.0425
1305,4999.0425
1306,4999.0425
1307,4999.0425
1308,8775.635
1309,8775.635
1310,8775.635
1311,8775.635
1312,4197.8725
1313,4197.8725
1314,4197.8725
1315,4197.8725
1316,1226.791667
1317,1226.791667
1318,1226.791667
1319,1226.791667
1320,1101.128333
1321,1101.128333
1322,1101.128333
1323,1101.128333
1324,5619.146667
1325,5619.146667
1326,5619.146667
1327,5619.146667
1328,1770.043333
1329,1770.043333
1330,1770.043333
1331,1770.043333
1332,1230.455
1333,1230.455
1334,1230.455
1335,1230.455
1336,1030.3725
1337,1030.3725
1338,1030.3725
1339,1030.3725
1340,8309.46
1341,8309.46
1342,8309.46
1343,8309.46
1344,1013.603333
1345,1013.603333
1346,1013.603333
1347,1013.603333
1348,11429.01667
1349,11429.01667
1350,11429.01667
1351,11429.01667
1352,3360.831667
1353,3360.831667
1354,3360.831667
1355,3360.831667
1356,5561.831667
1357,5561.831667
1358,5561.831667
1359,5561.831667
1360,1904.28
1361,1904.28
1362,1904.28
1363,1904.28
1364,4902.2775
1365,4902.2775
1366,4902.2775
1367,4902.2775
1368,1480.585833
1369,1480.585833
1370,1480.585833
1371,1480.585833
1372,4762.293333
1373,4762.293333
1374,4762.293333
1375,4762.293333
1376,802.5644817
1377,802.5644817
1378,802.5644817
1379,802.5644817
1380,1315.006667
1381,1315.006667
1382,1315.006667
1383,1315.006667
1384,3231.099167
1385,3231.099167
1386,3231.099167
1387,3231.099167
1388,2471.638333
1389,2471.638333
1390,2471.638333
1391,2471.638333
1392,11050.51333
1393,11050.51333
1394,11050.51333
1395,11050.51333
1396,7562.836667
1397,7562.836667
1398,7562.836667
1399,7562.836667
1400,7186.52
1401,7186.52
1402,7186.52
1403,7186.52
1404,1157.9025
1405,1157.9025
1406,1157.9025
1407,1157.9025
1408,2417.035
1409,2417.035
1410,2417.035
1411,2417.035
1412,2920.583333
1413,2920.583333
1414,2920.583333
1415,2920.583333
1416,1928.005833
1417,1928.005833
1418,1928.005833
1419,1681.949912
1420,7008.213333
1421,7008.213333
1422,7008.213333
1423,7008.213333
1424,7704.685
1425,7704.685
1426,7704.685
1427,7704.685
1428,1240.975833
1429,1240.975833
1430,1240.975833
1431,1240.975833
1432,1209.963333
1433,1209.963333
1434,1209.963333
1435,1209.963333
1436,1541.9825
1437,1541.9825
1438,1541.9825
1439,1541.9825
1440,1392.3925
1441,1392.3925
1442,1392.3925
1443,1392.3925
1444,3300.939167
1445,3300.939167
1446,3300.939167
1447,3300.939167
1448,6625.693333
1449,6625.693333
1450,6625.693333
1451,6625.693333
1452,1254.375833
1453,1254.375833
1454,1254.375833
1455,1254.375833
1456,2851.1875
1457,2851.1875
1458,2851.1875
1459,2851.1875
1460,5558.52
1461,5558.52
1462,5558.52
1463,5558.52
1464,14458.33667
1465,14458.33667
1466,14458.33667
1467,14458.33667
1468,5902.5625
1469,5902.5625
1470,5902.5625
1471,5902.5625
1472,1219.727083
1473,1219.727083
1474,1219.727083
1475,1219.727083
1476,4816.9725
1477,4816.9725
1478,4816.9725
1479,4816.9725
1480,6059.03
1481,6059.03
1482,6059.03
1483,6059.03
1484,2031.587766
1485,2031.587766
1486,2031.587766
1487,2031.587766
1488,896.0895833
1489,896.0895833
1490,896.0895833
1491,896.0895833
1492,11387.555
1493,11387.555
1494,11387.555
1495,11387.555
1496,1479.253333
1497,1479.253333
1498,1479.253333
1499,1479.253333
1500,2449.4225
1501,2449.4225
1502,2449.4225
1503,2449.4225
1504,919.13
1505,919.13
1506,919.13
1507,919.13
1508,2559.818333
1509,2559.818333
1510,2559.818333
1511,2559.818333
1512,5326.255
1513,5326.255
1514,5326.255
1515,5326.255
1516,1495.0375
1517,1495.0375
1518,1495.0375
1519,1495.0375
1520,7024.166667
1521,7024.166667
1522,7024.166667
1523,7024.166667
1524,5086.58
1525,5086.58
1526,5086.58
1527,5086.58
1528,1223.393333
1529,1223.393333
1530,1223.393333
1531,1223.393333
1532,3320.508333
1533,3320.508333
1534,3320.508333
1535,3320.508333
1536,836.18375
1537,836.18375
1538,836.18375
1539,836.18375
1540,1581.750417
1541,1581.750417
1542,1581.750417
1543,1581.750417
1544,14346.97
1545,14346.97
1546,14346.97
1547,14346.97
1548,3620.97
1549,3620.97
1550,3620.97
1551,3620.97
1552,750.5645833
1553,750.5645833
1554,750.5645833
1555,750.5645833
1556,2039.079583
1557,2039.079583
1558,1838.106179
1559,1838.106179
1560,2955.613333
1561,2955.613333
1562,2955.613333
1563,2955.613333
1564,7000.596667
1565,7000.596667
1566,7000.596667
1567,7000.596667
1568,1684.355
1569,1684.355
1570,1684.355
1571,1684.355
1572,4859.09
1573,4859.09
1574,4859.09
1575,4859.09
1576,863.6175
1577,863.6175
1578,863.6175
1579,863.6175
1580,1327.622917
1581,1327.622917
1582,1327.622917
1583,1327.622917
1584,3680.97
1585,3680.97
1586,3680.97
1587,3680.97
1588,804.6283333
1589,804.6283333
1590,804.6283333
1591,804.6283333
1592,14526.32667
1593,14526.32667
1594,14526.32667
1595,14526.32667
1596,3068.915
1597,3068.915
1598,3068.915
1599,3068.915
1600,989.5945833
1601,989.5945833
1602,989.5945833
1603,989.5945833
1604,1359.339167
1605,1359.339167
1606,1359.339167
1607,1359.339167
1608,6584.953333
1609,6584.953333
1610,6584.953333
1611,6584.953333
1612,3835.046667
1613,3835.046667
1614,3835.046667
1615,3835.046667
1616,11587.81
1617,11587.81
1618,11587.81
1619,11587.81
1620,4300.731667
1621,4300.731667
1622,4300.731667
1623,4300.731667
1624,5309.226667
1625,5309.226667
1626,5309.226667
1627,5309.226667
1628,5476.926667
1629,5476.926667
1630,5476.926667
1631,5476.926667
1632,10511.765
1633,10511.765
1634,10511.765
1635,10511.765
1636,507.5954167
1637,507.5954167
1638,507.5954167
1639,507.5954167
1640,1443.233333
1641,1443.233333
1642,1443.233333
1643,1443.233333
1644,858.28375
1645,858.28375
1646,858.28375
1647,858.28375
1648,1767.54
1649,1767.54
1650,1767.54
1651,1767.54
1652,3413.375
1653,3413.375
1654,3413.375
1655,3413.375
1656,1359.8225
1657,1359.8225
1658,1359.8225
1659,1359.8225
1660,4282.645
1661,4282.645
1662,4282.645
1663,4282.645
1664,3311.4875
1665,3311.4875
1666,3311.4875
1667,3311.4875
1668,3208.054167
1669,3208.054167
1670,3208.054167
1671,3208.054167
1672,5845.048333
1673,5845.048333
1674,5845.048333
1675,5845.048333
1676,5309.995
1677,5309.995
1678,5309.995
1679,5309.995
1680,9860.045
1681,9860.045
1682,9860.045
1683,9860.045
1684,7147.43
1685,7147.43
1686,7147.43
1687,7147.43
1688,2312.743333
1689,2312.743333
1690,2312.743333
1691,2312.743333
1692,1978.505
1693,1978.505
1694,1978.505
1695,1978.505
1696,888.56375
1697,888.56375
1698,888.56375
1699,888.56375
1700,4161.268333
1701,4161.268333
1702,4161.268333
1703,4161.268333
1704,9002.72
1705,9002.72
1706,9002.72
1707,9002.72
1708,5044.315
1709,5044.315
1710,5044.315
1711,5044.315
1712,1853.2075
1713,1853.2075
1714,1853.2075
1715,1853.2075
1716,10033.03
1717,10033.03
